Company Name,Job Title,Salaries Reported,Location, Gross Salary 
Maestro Intellect,Data Analyst,1,Pune," 1,191.95 "
Ugam,Data Analyst,1,Pune," 1,191.95 "
Cotiviti,Data Analyst,1,Pune," 1,191.95 "
Global Market Insights,Data Analyst,1,Pune," 1,191.95 "
PRGX Global,Data Analyst,1,Pune," 1,191.95 "
Looking for Job,Data Analyst,1,Pune," 1,191.95 "
MIT World Peace University,Data Analyst,1,Pune," 1,191.95 "
We Are Job Seekers,Data Analyst,1,Pune," 1,191.95 "
Cubictree Technology Solutions,Data Analyst,1,Pune," 1,191.95 "
Magna Infotech,Data Analyst,1,Pune," 1,191.95 "
Endurance Technologies,Data Analyst,1,Pune," 1,191.95 "
Johnson Controls,Data Analyst,1,Pune," 1,191.95 "
Roverside,Data Analyst,1,Pune," 1,191.95 "
ASD,Data Analyst,1,Pune," 1,191.95 "
Michelin,Data Analyst,1,Pune," 1,191.95 "
Kurrajong and District Hospital Society,Data Analyst,1,Pune," 1,191.95 "
Yogesh and Jain,Data Analyst,1,Pune," 1,191.95 "
WebDirekt,Data Analyst,1,Pune," 1,191.95 "
Sunanda Speciality Coatings,Data Analyst,1,Pune," 1,191.95 "
Blue Planet Solutions,Data Analyst,1,Pune," 1,191.95 "
GTL Limited,Data Analyst,1,Pune," 1,191.95 "
S2W Media,Data Analyst,1,Pune," 1,191.95 "
IDEA,Data Analyst,1,Pune," 1,191.95 "
Coditas,Data Analyst,1,Pune," 1,191.95 "
ADHOC Services,Data Analyst,1,Pune," 1,191.95 "
GGS Engineering Services,Data Analyst,1,Pune," 1,191.95 "
SG Analytics,Data Analyst,1,Pune," 1,191.95 "
Cosmos eSolutions & Services,Data Analyst,1,Pune," 1,191.95 "
Evolvus,Data Analyst,1,Pune," 1,191.95 "
Tata Consultancy Services,Data Analyst,35,Hyderabad," 41,718.25 "
Deloitte,Data Analyst,29,Hyderabad," 34,566.55 "
Amazon,Data Analyst,25,Hyderabad," 29,798.75 "
Accenture,Data Analyst,23,Hyderabad," 27,414.85 "
Cognizant Technology Solutions,Data Analyst,22,Hyderabad," 26,222.90 "
Tech Mahindra,Data Analyst,18,Hyderabad," 21,455.10 "
Infosys,Data Analyst,14,Hyderabad," 16,687.30 "
IBM,Data Analyst,12,Hyderabad," 14,303.40 "
Capgemini,Data Analyst,9,Hyderabad," 10,727.55 "
GlobalLogic,Data Analyst,8,Hyderabad," 9,535.60 "
Microsoft,Data Analyst,7,Hyderabad," 8,343.65 "
Kantar,Data Analyst,7,Hyderabad," 8,343.65 "
ICICI Bank,Data Analyst,7,Hyderabad," 8,343.65 "
Cyient,Data Analyst,7,Hyderabad," 8,343.65 "
Wipro,Data Analyst,7,Hyderabad," 8,343.65 "
ValueLabs,Data Analyst,7,Hyderabad," 8,343.65 "
Metrics4 Analytics,Data Analyst,6,Hyderabad," 7,151.70 "
Saras Analytics,Data Analyst,5,Hyderabad," 5,959.75 "
Dynata,Data Analyst,5,Hyderabad," 5,959.75 "
Verizon,Data Analyst,5,Hyderabad," 5,959.75 "
Zeta Global,Data Analyst,5,Hyderabad," 5,959.75 "
Zen3 Infosolutions,Data Analyst,5,Hyderabad," 5,959.75 "
Optum Global Solutions,Data Analyst,5,Hyderabad," 5,959.75 "
ADP,Data Analyst,4,Hyderabad," 4,767.80 "
S&P Global,Data Analyst,4,Hyderabad," 4,767.80 "
Wells Fargo,Data Analyst,4,Hyderabad," 4,767.80 "
Uber,Data Analyst,4,Hyderabad," 4,767.80 "
Novartis,Data Analyst,4,Hyderabad," 4,767.80 "
PK,Data Analyst,4,Hyderabad," 4,767.80 "
MediaMint,Data Analyst,3,Hyderabad," 3,575.85 "
MetrixLab,Data Analyst,3,Hyderabad," 3,575.85 "
Genpact,Data Analyst,3,Hyderabad," 3,575.85 "
IMImobile,Data Analyst,3,Hyderabad," 3,575.85 "
HitWicket,Data Analyst,3,Hyderabad," 3,575.85 "
AIR Worldwide,Data Analyst,3,Hyderabad," 3,575.85 "
Indian Political Action Committee,Data Analyst,3,Hyderabad," 3,575.85 "
Indium Software,Data Analyst,3,Hyderabad," 3,575.85 "
Ivy,Data Analyst,3,Hyderabad," 3,575.85 "
NTT DATA,Data Analyst,3,Hyderabad," 3,575.85 "
IHS Markit,Data Analyst,3,Hyderabad," 3,575.85 "
First Student,Data Analyst,3,Hyderabad," 3,575.85 "
Trianz,Data Analyst,3,Hyderabad," 3,575.85 "
Exusia,Data Analyst,2,Hyderabad," 2,383.90 "
Cotiviti,Data Analyst,2,Hyderabad," 2,383.90 "
ICE Data Services,Data Analyst,2,Hyderabad," 2,383.90 "
Vodafone Idea,Data Analyst,2,Hyderabad," 2,383.90 "
[24]7.ai,Data Analyst,2,Hyderabad," 2,383.90 "
Intercontinental Exchange,Data Analyst,2,Hyderabad," 2,383.90 "
Jayar Manufacturing,Data Analyst,2,Hyderabad," 2,383.90 "
ReferenceGlobe,Data Analyst,2,Hyderabad," 2,383.90 "
DuPont Sustainable Solutions,Data Analyst,2,Hyderabad," 2,383.90 "
Wenable Technologies,Data Analyst,2,Hyderabad," 2,383.90 "
Franklin Templeton Investments,Data Analyst,2,Hyderabad," 2,383.90 "
BYJU'S,Data Analyst,2,Hyderabad," 2,383.90 "
HCL,Data Analyst,2,Hyderabad," 2,383.90 "
Virtusa,Data Analyst,2,Hyderabad," 2,383.90 "
Rajesh Motors,Data Analyst,2,Hyderabad," 2,383.90 "
First Student,Data Analyst,2,Hyderabad," 2,383.90 "
PrimEra Medical Technologies,Data Analyst,1,Hyderabad," 1,191.95 "
Strategic Alpha,Data Analyst,1,Hyderabad," 1,191.95 "
Hetero,Data Analyst,1,Hyderabad," 1,191.95 "
E-Prospects,Data Analyst,1,Hyderabad," 1,191.95 "
GigIndia,Data Analyst,1,Hyderabad," 1,191.95 "
Sun Microsystems,Data Analyst,1,Hyderabad," 1,191.95 "
VotaryTech,Data Analyst,1,Hyderabad," 1,191.95 "
Harish Hathiwala,Data Analyst,1,Hyderabad," 1,191.95 "
Amazon,Data Analyst,1,Hyderabad," 1,191.95 "
PokerStars,Data Analyst,1,Hyderabad," 1,191.95 "
Moonstone Infotech,Data Analyst,1,Hyderabad," 1,191.95 "
GOLDFINCH,Data Analyst,1,Hyderabad," 1,191.95 "
Marten Transport,Data Analyst,1,Hyderabad," 1,191.95 "
Vi,Data Analyst,1,Hyderabad," 1,191.95 "
STUDY Monitor Tech,Data Analyst,1,Hyderabad," 1,191.95 "
Goldman Sachs,Data Analyst,1,Hyderabad," 1,191.95 "
ABC,Data Analyst,1,Hyderabad," 1,191.95 "
Law In Order,Data Analyst,1,Hyderabad," 1,191.95 "
Lifetime Wellness Rx International Limited,Data Analyst,1,Hyderabad," 1,191.95 "
Informatica,Data Analyst,1,Hyderabad," 1,191.95 "
Byte Software Services,Data Analyst,1,Hyderabad," 1,191.95 "
ETG International,Data Analyst,1,Hyderabad," 1,191.95 "
Innodatatics,Data Analyst,1,Hyderabad," 1,191.95 "
Constant Contact,Data Analyst,1,Hyderabad," 1,191.95 "
D&B Technologies,Data Analyst,1,Hyderabad," 1,191.95 "
Kritha Convertors,Data Analyst,1,Hyderabad," 1,191.95 "
ZettaMine Labs,Data Analyst,1,Hyderabad," 1,191.95 "
GMR Hyderabad International Airport,Data Analyst,1,Hyderabad," 1,191.95 "
Idol Soft,Data Analyst,1,Hyderabad," 1,191.95 "
Crown Holdings,Data Analyst,1,Hyderabad," 1,191.95 "
Sankalp Group,Data Analyst,1,Hyderabad," 1,191.95 "
Enrich IBS,Data Analyst,1,Hyderabad," 1,191.95 "
DuPont,Data Analyst,1,Hyderabad," 1,191.95 "
Intelenet,Data Analyst,1,Hyderabad," 1,191.95 "
eHaat,Data Analyst,1,Hyderabad," 1,191.95 "
James Hardie,Data Analyst,1,Hyderabad," 1,191.95 "
Soul Of Anime Toystore,Data Analyst,1,Hyderabad," 1,191.95 "
Amazon Flex,Data Analyst,1,Hyderabad," 1,191.95 "
TEKsystems,Data Analyst,1,Hyderabad," 1,191.95 "
Nassau Re,Data Analyst,1,Hyderabad," 1,191.95 "
Nexii IT Labs,Data Analyst,1,Hyderabad," 1,191.95 "
Bourntec Solutions,Data Analyst,1,Hyderabad," 1,191.95 "
Fresher,Data Analyst,1,Hyderabad," 1,191.95 "
Jobminar,Data Analyst,1,Hyderabad," 1,191.95 "
Virtusa,Data Analyst,1,Hyderabad," 1,191.95 "
Ushta Te Consultancy Services LLP,Data Analyst,1,Hyderabad," 1,191.95 "
Berkadia,Data Analyst,1,Hyderabad," 1,191.95 "
Samsara,Data Analyst,1,Hyderabad," 1,191.95 "
Polaris FT,Data Analyst,1,Hyderabad," 1,191.95 "
Capgemini Invent,Data Analyst,1,Hyderabad," 1,191.95 "
Menukuri chakradhar reddy,Data Analyst,1,Hyderabad," 1,191.95 "
Idfy,Data Analyst,1,Hyderabad," 1,191.95 "
ABCDEF,Data Analyst,1,Hyderabad," 1,191.95 "
Invergence Analytics,Data Analyst,1,Hyderabad," 1,191.95 "
Datasite,Data Analyst,1,Hyderabad," 1,191.95 "
Cognizant Technology Solutions,Data Analyst,1,Hyderabad," 1,191.95 "
Indigen Technologies,Data Analyst,1,Hyderabad," 1,191.95 "
GlobalLogic,Data Analyst,86,New Delhi," 102,507.70 "
Tata Consultancy Services,Data Analyst,49,New Delhi," 58,405.55 "
Accenture,Data Analyst,28,New Delhi," 33,374.60 "
HCL Technologies,Data Analyst,26,New Delhi," 30,990.70 "
EXL Service,Data Analyst,24,New Delhi," 28,606.80 "
Innovaccer,Data Analyst,23,New Delhi," 27,414.85 "
The Smart Cube,Data Analyst,20,New Delhi," 23,839.00 "
Axtria,Data Analyst,20,New Delhi," 23,839.00 "
EY,Data Analyst,17,New Delhi," 20,263.15 "
Optum,Data Analyst,17,New Delhi," 20,263.15 "
Absolutdata,Data Analyst,17,New Delhi," 20,263.15 "
OYO,Data Analyst,15,New Delhi," 17,879.25 "
IBM,Data Analyst,15,New Delhi," 17,879.25 "
Ericsson-Worldwide,Data Analyst,15,New Delhi," 17,879.25 "
Cognizant Technology Solutions,Data Analyst,14,New Delhi," 16,687.30 "
Genpact,Data Analyst,14,New Delhi," 16,687.30 "
Wipro,Data Analyst,14,New Delhi," 16,687.30 "
Bharti Airtel,Data Analyst,13,New Delhi," 15,495.35 "
Amazon,Data Analyst,12,New Delhi," 14,303.40 "
Capgemini,Data Analyst,12,New Delhi," 14,303.40 "
Paytm,Data Analyst,12,New Delhi," 14,303.40 "
Tech Mahindra,Data Analyst,11,New Delhi," 13,111.45 "
Fresher,Data Analyst,11,New Delhi," 13,111.45 "
ZS Associates,Data Analyst,11,New Delhi," 13,111.45 "
NTT DATA,Data Analyst,11,New Delhi," 13,111.45 "
LiquidHub,Data Analyst,10,New Delhi," 11,919.50 "
UnitedHealth Group,Data Analyst,9,New Delhi," 10,727.55 "
Aon,Data Analyst,9,New Delhi," 10,727.55 "
Google,Data Analyst,9,New Delhi," 10,727.55 "
AXA XL,Data Analyst,8,New Delhi," 9,535.60 "
WNS,Data Analyst,8,New Delhi," 9,535.60 "
KPMG,Data Analyst,8,New Delhi," 9,535.60 "
Mercer,Data Analyst,8,New Delhi," 9,535.60 "
Publicis Sapient,Data Analyst,7,New Delhi," 8,343.65 "
Denave,Data Analyst,7,New Delhi," 8,343.65 "
Deloitte,Data Analyst,7,New Delhi," 8,343.65 "
BT,Data Analyst,7,New Delhi," 8,343.65 "
Decision Point,Data Analyst,7,New Delhi," 8,343.65 "
Saarthee,Data Analyst,7,New Delhi," 8,343.65 "
Collegedunia,Data Analyst,7,New Delhi," 8,343.65 "
IHS Markit,Data Analyst,7,New Delhi," 8,343.65 "
ABC,Data Analyst,6,New Delhi," 7,151.70 "
MedTourEasy,Data Analyst,6,New Delhi," 7,151.70 "
DXC Technology,Data Analyst,6,New Delhi," 7,151.70 "
Optum Global Solutions,Data Analyst,6,New Delhi," 7,151.70 "
TransOrg Analytics,Data Analyst,6,New Delhi," 7,151.70 "
Toluna,Data Analyst,6,New Delhi," 7,151.70 "
TO THE NEW,Data Analyst,5,New Delhi," 5,959.75 "
R1 RCM,Data Analyst,5,New Delhi," 5,959.75 "
EasyRewardz,Data Analyst,5,New Delhi," 5,959.75 "
Times Internet,Data Analyst,5,New Delhi," 5,959.75 "
Palin Analytics,Data Analyst,5,New Delhi," 5,959.75 "
Nokia,Data Analyst,5,New Delhi," 5,959.75 "
Encore Capital Group,Data Analyst,5,New Delhi," 5,959.75 "
Dell Technologies,Data Analyst,5,New Delhi," 5,959.75 "
DecisionTree Analytics & Services,Data Analyst,5,New Delhi," 5,959.75 "
Polestar Solutions & Services India,Data Analyst,4,New Delhi," 4,767.80 "
Gartner,Data Analyst,4,New Delhi," 4,767.80 "
Citi,Data Analyst,4,New Delhi," 4,767.80 "
Ameriprise,Data Analyst,4,New Delhi," 4,767.80 "
Teleperformance,Data Analyst,4,New Delhi," 4,767.80 "
Fractal,Data Analyst,4,New Delhi," 4,767.80 "
Team Computers,Data Analyst,4,New Delhi," 4,767.80 "
CSC E-Governance Services,Data Analyst,4,New Delhi," 4,767.80 "
Adglobal360,Data Analyst,4,New Delhi," 4,767.80 "
BlackRock,Data Analyst,4,New Delhi," 4,767.80 "
WheelsEye Technology,Data Analyst,4,New Delhi," 4,767.80 "
Hive (CA),Data Analyst,4,New Delhi," 4,767.80 "
Britis Telecom,Data Analyst,4,New Delhi," 4,767.80 "
NCR,Data Analyst,4,New Delhi," 4,767.80 "
PolicyBazaar,Data Analyst,4,New Delhi," 4,767.80 "
Google,Data Analyst,4,New Delhi," 4,767.80 "
NS Matrix Services,Data Analyst,4,New Delhi," 4,767.80 "
NITS,Data Analyst,4,New Delhi," 4,767.80 "
Actiknow,Data Analyst,4,New Delhi," 4,767.80 "
XYZ,Data Analyst,3,New Delhi," 3,575.85 "
Unified Healthcare Group,Data Analyst,3,New Delhi," 3,575.85 "
iEnergizer,Data Analyst,3,New Delhi," 3,575.85 "
WSP,Data Analyst,3,New Delhi," 3,575.85 "
MapmyIndia,Data Analyst,3,New Delhi," 3,575.85 "
Limeroad,Data Analyst,3,New Delhi," 3,575.85 "
IQVIA,Data Analyst,3,New Delhi," 3,575.85 "
Wizikey,Data Analyst,3,New Delhi," 3,575.85 "
Cvent,Data Analyst,3,New Delhi," 3,575.85 "
Keysight Technologies,Data Analyst,3,New Delhi," 3,575.85 "
Nurtr,Data Analyst,3,New Delhi," 3,575.85 "
CRMnext,Data Analyst,3,New Delhi," 3,575.85 "
Bain & Company,Data Analyst,3,New Delhi," 3,575.85 "
NatWest Group,Data Analyst,3,New Delhi," 3,575.85 "
Stigasoft,Data Analyst,3,New Delhi," 3,575.85 "
Stanza Living,Data Analyst,3,New Delhi," 3,575.85 "
HCL,Data Analyst,3,New Delhi," 3,575.85 "
Eko India Financial Services,Data Analyst,3,New Delhi," 3,575.85 "
Moody's Analytics,Data Analyst,3,New Delhi," 3,575.85 "
Vidooly Media Tech,Data Analyst,3,New Delhi," 3,575.85 "
SupplyCopia,Data Analyst,3,New Delhi," 3,575.85 "
United Airlines,Data Analyst,3,New Delhi," 3,575.85 "
Elsevier,Data Analyst,3,New Delhi," 3,575.85 "
Nones,Data Analyst,3,New Delhi," 3,575.85 "
Anonymous Content,Data Analyst,3,New Delhi," 3,575.85 "
Quess,Data Analyst,3,New Delhi," 3,575.85 "
Moody's Corporation,Data Analyst,3,New Delhi," 3,575.85 "
SIQES,Data Analyst,3,New Delhi," 3,575.85 "
Honeywell,Data Analyst,3,New Delhi," 3,575.85 "
Risk Management Solutions,Data Analyst,3,New Delhi," 3,575.85 "
Microsoft,Data Analyst,2,New Delhi," 2,383.90 "
Adobe,Data Analyst,2,New Delhi," 2,383.90 "
Google,Data Analyst,2,New Delhi," 2,383.90 "
Grail Insights,Data Analyst,2,New Delhi," 2,383.90 "
Wunderman Thompson,Data Analyst,2,New Delhi," 2,383.90 "
Niscom Tele Infra,Data Analyst,2,New Delhi," 2,383.90 "
Annalect,Data Analyst,2,New Delhi," 2,383.90 "
Polaris FT,Data Analyst,2,New Delhi," 2,383.90 "
Cians Analytics,Data Analyst,2,New Delhi," 2,383.90 "
AON,Data Analyst,2,New Delhi," 2,383.90 "
CBRE,Data Analyst,2,New Delhi," 2,383.90 "
Kantar,Data Analyst,2,New Delhi," 2,383.90 "
FN MathLogic Consulting Services,Data Analyst,2,New Delhi," 2,383.90 "
Maruti Suzuki,Data Analyst,2,New Delhi," 2,383.90 "
Acuity Knowledge Partners,Data Analyst,2,New Delhi," 2,383.90 "
PwC,Data Analyst,2,New Delhi," 2,383.90 "
FIA Technology Services,Data Analyst,2,New Delhi," 2,383.90 "
Zenatix,Data Analyst,2,New Delhi," 2,383.90 "
Info Edge,Data Analyst,2,New Delhi," 2,383.90 "
HH Global,Data Analyst,2,New Delhi," 2,383.90 "
NetProphets Cyberworks,Data Analyst,2,New Delhi," 2,383.90 "
Cognizant Consulting,Data Analyst,2,New Delhi," 2,383.90 "
LIN SCAN,Data Analyst,2,New Delhi," 2,383.90 "
Tata Consultancy Services,Data Analyst,36,Mumbai," 42,910.20 "
eClerx,Data Analyst,26,Mumbai," 30,990.70 "
Accenture,Data Analyst,23,Mumbai," 27,414.85 "
Morningstar,Data Analyst,22,Mumbai," 26,222.90 "
Cognizant Technology Solutions,Data Analyst,17,Mumbai," 20,263.15 "
Capgemini,Data Analyst,15,Mumbai," 17,879.25 "
HERE Technologies,Data Analyst,11,Mumbai," 13,111.45 "
J.P. Morgan,Data Analyst,10,Mumbai," 11,919.50 "
Ugam,Data Analyst,10,Mumbai," 11,919.50 "
Cartesian Consulting,Data Analyst,10,Mumbai," 11,919.50 "
Experian,Data Analyst,9,Mumbai," 10,727.55 "
Cogencis Information Services,Data Analyst,9,Mumbai," 10,727.55 "
Media.net,Data Analyst,9,Mumbai," 10,727.55 "
Fractal,Data Analyst,8,Mumbai," 9,535.60 "
MSCI,Data Analyst,8,Mumbai," 9,535.60 "
Hansa Cequity,Data Analyst,8,Mumbai," 9,535.60 "
vPhrase,Data Analyst,8,Mumbai," 9,535.60 "
ABC,Data Analyst,7,Mumbai," 8,343.65 "
Course5 Intelligence,Data Analyst,7,Mumbai," 8,343.65 "
CRG Solutions,Data Analyst,7,Mumbai," 8,343.65 "
Kantar,Data Analyst,6,Mumbai," 7,151.70 "
Magic9 Media Analytics,Data Analyst,6,Mumbai," 7,151.70 "
Travelex,Data Analyst,6,Mumbai," 7,151.70 "
Propellum Infotech,Data Analyst,6,Mumbai," 7,151.70 "
Deloitte,Data Analyst,5,Mumbai," 5,959.75 "
KPMG,Data Analyst,5,Mumbai," 5,959.75 "
Development Credit Bank Limited,Data Analyst,5,Mumbai," 5,959.75 "
Google,Data Analyst,5,Mumbai," 5,959.75 "
Nailbiter,Data Analyst,5,Mumbai," 5,959.75 "
First Student,Data Analyst,5,Mumbai," 5,959.75 "
Jio,Data Analyst,5,Mumbai," 5,959.75 "
GEP,Data Analyst,4,Mumbai," 4,767.80 "
Cogencis Information Services,Data Analyst,4,Mumbai," 4,767.80 "
Atos-Syntel,Data Analyst,4,Mumbai," 4,767.80 "
General Mills,Data Analyst,4,Mumbai," 4,767.80 "
Axis Bank,Data Analyst,4,Mumbai," 4,767.80 "
AXIS MY INDIA,Data Analyst,3,Mumbai," 3,575.85 "
HDFC Bank,Data Analyst,3,Mumbai," 3,575.85 "
Quantafic Business Solutions,Data Analyst,3,Mumbai," 3,575.85 "
EY,Data Analyst,3,Mumbai," 3,575.85 "
Anonymous Content,Data Analyst,3,Mumbai," 3,575.85 "
LTI,Data Analyst,3,Mumbai," 3,575.85 "
Larsen & Toubro,Data Analyst,3,Mumbai," 3,575.85 "
TripStack,Data Analyst,3,Mumbai," 3,575.85 "
Quantiphi,Data Analyst,3,Mumbai," 3,575.85 "
LogisticsNow,Data Analyst,3,Mumbai," 3,575.85 "
Microsoft,Data Analyst,2,Mumbai," 2,383.90 "
FedEx,Data Analyst,2,Mumbai," 2,383.90 "
WhiteHat Jr,Data Analyst,2,Mumbai," 2,383.90 "
eSense Learning Pvt,Data Analyst,2,Mumbai," 2,383.90 "
Bookmyshow,Data Analyst,2,Mumbai," 2,383.90 "
Doxper,Data Analyst,2,Mumbai," 2,383.90 "
Experian,Data Analyst,2,Mumbai," 2,383.90 "
EMPLOYERS,Data Analyst,2,Mumbai," 2,383.90 "
Mphasis,Data Analyst,2,Mumbai," 2,383.90 "
CitiusTech,Data Analyst,2,Mumbai," 2,383.90 "
DXC Technology,Data Analyst,2,Mumbai," 2,383.90 "
SMARTe,Data Analyst,2,Mumbai," 2,383.90 "
Raam Group,Data Analyst,2,Mumbai," 2,383.90 "
Piramal Enterprises,Data Analyst,2,Mumbai," 2,383.90 "
IIFL,Data Analyst,2,Mumbai," 2,383.90 "
Brandscapes Worldwide,Data Analyst,2,Mumbai," 2,383.90 "
Candere.com,Data Analyst,2,Mumbai," 2,383.90 "
OYO,Data Analyst,2,Mumbai," 2,383.90 "
Nielsen,Data Analyst,2,Mumbai," 2,383.90 "
peel-works,Data Analyst,2,Mumbai," 2,383.90 "
Pragmatix,Data Analyst,2,Mumbai," 2,383.90 "
Credit Suisse,Data Analyst,2,Mumbai," 2,383.90 "
IBM,Data Analyst,2,Mumbai," 2,383.90 "
Bloomberg L.P.,Data Analyst,2,Mumbai," 2,383.90 "
Oceanic Pharmachem,Data Analyst,2,Mumbai," 2,383.90 "
SMEcorner,Data Analyst,2,Mumbai," 2,383.90 "
Microworld Technologies,Data Analyst,1,Mumbai," 1,191.95 "
Cimpress,Data Analyst,1,Mumbai," 1,191.95 "
DONE by NONE,Data Analyst,1,Mumbai," 1,191.95 "
Ajay bharti,Data Analyst,1,Mumbai," 1,191.95 "
LatentView Analytics,Data Analyst,1,Mumbai," 1,191.95 "
Saavn,Data Analyst,1,Mumbai," 1,191.95 "
Directi,Data Analyst,1,Mumbai," 1,191.95 "
Tiger Analytics,Data Analyst,1,Mumbai," 1,191.95 "
Airpay,Data Analyst,1,Mumbai," 1,191.95 "
Rajendra Finance,Data Analyst,1,Mumbai," 1,191.95 "
Dynatrace,Data Analyst,1,Mumbai," 1,191.95 "
Quantum Phinance,Data Analyst,1,Mumbai," 1,191.95 "
White Crow Research,Data Analyst,1,Mumbai," 1,191.95 "
Rajuri Steels,Data Analyst,1,Mumbai," 1,191.95 "
ANSHULTECH,Data Analyst,1,Mumbai," 1,191.95 "
Stellar Organisation,Data Analyst,1,Mumbai," 1,191.95 "
L&T Technology Services,Data Analyst,1,Mumbai," 1,191.95 "
Godrej Infotech,Data Analyst,1,Mumbai," 1,191.95 "
Gartner,Data Analyst,1,Mumbai," 1,191.95 "
DT-Trak Consulting,Data Analyst,1,Mumbai," 1,191.95 "
Agape Marketing Agency,Data Analyst,1,Mumbai," 1,191.95 "
NABARD Consultancy Services,Data Analyst,1,Mumbai," 1,191.95 "
niranjan shah,Data Analyst,1,Mumbai," 1,191.95 "
Wellthy Therapeutics,Data Analyst,1,Mumbai," 1,191.95 "
Xtel Communications,Data Analyst,1,Mumbai," 1,191.95 "
IRIS Business Services,Data Analyst,1,Mumbai," 1,191.95 "
Collinson,Data Analyst,1,Mumbai," 1,191.95 "
Vamstar,Data Analyst,1,Mumbai," 1,191.95 "
Greenlight Planet,Data Analyst,1,Mumbai," 1,191.95 "
IBM,Data Engineer,46,Bangalore," 54,829.70 "
Tata Consultancy Services,Data Engineer,40,Bangalore," 47,678.00 "
LTI,Data Engineer,32,Bangalore," 38,142.40 "
Accenture,Data Engineer,31,Bangalore," 36,950.45 "
DXC Technology,Data Engineer,22,Bangalore," 26,222.90 "
Quantiphi,Data Engineer,15,Bangalore," 17,879.25 "
DataWeave,Data Engineer,15,Bangalore," 17,879.25 "
Capgemini,Data Engineer,14,Bangalore," 16,687.30 "
Infosys,Data Engineer,14,Bangalore," 16,687.30 "
Mindtree,Data Engineer,13,Bangalore," 15,495.35 "
Hewlett Packard Enterprise | HPE,Data Engineer,11,Bangalore," 13,111.45 "
Wipro,Data Engineer,11,Bangalore," 13,111.45 "
BRIDGEi2i,Data Engineer,10,Bangalore," 11,919.50 "
Enquero,Data Engineer,9,Bangalore," 10,727.55 "
Cognizant Technology Solutions,Data Engineer,8,Bangalore," 9,535.60 "
Fragma Data Systems,Data Engineer,7,Bangalore," 8,343.65 "
Altimetrik,Data Engineer,7,Bangalore," 8,343.65 "
Affine,Data Engineer,7,Bangalore," 8,343.65 "
FOKAL,Data Engineer,6,Bangalore," 7,151.70 "
Lumen,Data Engineer,6,Bangalore," 7,151.70 "
Blackbuck Insights,Data Engineer,6,Bangalore," 7,151.70 "
Brillio,Data Engineer,6,Bangalore," 7,151.70 "
phData,Data Engineer,6,Bangalore," 7,151.70 "
Tech Mahindra,Data Engineer,6,Bangalore," 7,151.70 "
Hewlett-Packard,Data Engineer,6,Bangalore," 7,151.70 "
Datagrokr,Data Engineer,5,Bangalore," 5,959.75 "
Mu Sigma,Data Engineer,5,Bangalore," 5,959.75 "
Honeywell,Data Engineer,5,Bangalore," 5,959.75 "
Tavant,Data Engineer,5,Bangalore," 5,959.75 "
Futurense Technologies,Data Engineer,5,Bangalore," 5,959.75 "
The Data Team,Data Engineer,5,Bangalore," 5,959.75 "
Neustar,Data Engineer,5,Bangalore," 5,959.75 "
Société Générale,Data Engineer,4,Bangalore," 4,767.80 "
Wipro Technologies,Data Engineer,4,Bangalore," 4,767.80 "
ITTStar Consulting,Data Engineer,4,Bangalore," 4,767.80 "
Dell Technologies,Data Engineer,4,Bangalore," 4,767.80 "
Quotient,Data Engineer,3,Bangalore," 3,575.85 "
PwC,Data Engineer,3,Bangalore," 3,575.85 "
NTT DATA,Data Engineer,3,Bangalore," 3,575.85 "
TheMathCompany,Data Engineer,3,Bangalore," 3,575.85 "
Danske IT and Support Services,Data Engineer,3,Bangalore," 3,575.85 "
Indegene,Data Engineer,3,Bangalore," 3,575.85 "
Pluto7,Data Engineer,3,Bangalore," 3,575.85 "
Flipkart,Data Engineer,3,Bangalore," 3,575.85 "
Tredence,Data Engineer,3,Bangalore," 3,575.85 "
HP Inc.,Data Engineer,3,Bangalore," 3,575.85 "
EC-Mobility,Data Engineer,3,Bangalore," 3,575.85 "
Jio,Data Engineer,3,Bangalore," 3,575.85 "
Inference Labs,Data Engineer,2,Bangalore," 2,383.90 "
GlaxoSmithKline,Data Engineer,2,Bangalore," 2,383.90 "
Nones,Data Engineer,2,Bangalore," 2,383.90 "
Legato Health Technologies,Data Engineer,2,Bangalore," 2,383.90 "
AffinityAnswers,Data Engineer,2,Bangalore," 2,383.90 "
LendingKart,Data Engineer,2,Bangalore," 2,383.90 "
Quaero,Data Engineer,2,Bangalore," 2,383.90 "
Aptus Data Labs,Data Engineer,2,Bangalore," 2,383.90 "
Virtusa,Data Engineer,2,Bangalore," 2,383.90 "
nference,Data Engineer,2,Bangalore," 2,383.90 "
Brillo Technologies,Data Engineer,2,Bangalore," 2,383.90 "
GE Healthcare,Data Engineer,2,Bangalore," 2,383.90 "
Ecolab Digital Center,Data Engineer,2,Bangalore," 2,383.90 "
Goibibo,Data Engineer,2,Bangalore," 2,383.90 "
Data Semantics,Data Engineer,2,Bangalore," 2,383.90 "
Razorthink,Data Engineer,2,Bangalore," 2,383.90 "
Servian,Data Engineer,2,Bangalore," 2,383.90 "
Senvion,Data Engineer,2,Bangalore," 2,383.90 "
Searce,Data Engineer,2,Bangalore," 2,383.90 "
Nineleaps Technology Solutions,Data Engineer,2,Bangalore," 2,383.90 "
EY,Data Engineer,2,Bangalore," 2,383.90 "
Koch Industries,Data Engineer,2,Bangalore," 2,383.90 "
Rakuten,Data Engineer,2,Bangalore," 2,383.90 "
